/home/jsolorzano/work/kf_fastqs
/home/jsolorzano/work/kf_fastqs
Started analysis of PDAC200Tkf1_fwd.fq.gz
Started analysis of PDAC200Tkf1_rev.fq.gz
Started analysis of PDAC201T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC201T_F8-9kf1_rev.fq.gz
Started analysis of PDAC201Tkf1_fwd.fq.gz
Started analysis of PDAC201Tkf1_rev.fq.gz
Started analysis of PDAC202T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC202T_F8-9kf1_rev.fq.gz
Started analysis of PDAC202Tkf1_fwd.fq.gz
Started analysis of PDAC202Tkf1_rev.fq.gz
Started analysis of PDAC203T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC203T_F8-9kf1_rev.fq.gz
Started analysis of PDAC203Tkf1_fwd.fq.gz
Started analysis of PDAC203Tkf1_rev.fq.gz
Approx 40% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 25% complete for PDAC226Tkf1_rev.fq.gz
Analysis complete for PDAC225T_F8-9kf1_rev.fq.gz
Approx 30% complete for PDAC226Tkf1_fwd.fq.gz
Approx 35% complete for PDAC227Tkf1_rev.fq.gz
Approx 40% complete for PDAC227Tkf1_fwd.fq.gz
Approx 55% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 45% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 50% complete for PDAC225Tkf1_fwd.fq.gz
Analysis complete for PDAC224Tkf1_rev.fq.gz
Approx 45% complete for PDAC227Tkf1_fwd.fq.gz
Approx 50% complete for PDAC225Tkf1_rev.fq.gz
Approx 40% complete for PDAC227Tkf1_rev.fq.gz
Approx 60% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 50% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 30% complete for PDAC226Tkf1_rev.fq.gz
Approx 50% complete for PDAC227Tkf1_fwd.fq.gz
Approx 65% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 45% complete for PDAC227Tkf1_rev.fq.gz
Approx 35% complete for PDAC226Tkf1_fwd.fq.gz
Approx 55% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 55% complete for PDAC225Tkf1_fwd.fq.gz
Approx 55% complete for PDAC227Tkf1_fwd.fq.gz
Approx 70% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 55% complete for PDAC225Tkf1_rev.fq.gz
Approx 50% complete for PDAC227Tkf1_rev.fq.gz
Approx 60% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 60% complete for PDAC227Tkf1_fwd.fq.gz
Approx 75% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 55% complete for PDAC227Tkf1_rev.fq.gz
Approx 65% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 35% complete for PDAC226Tkf1_rev.fq.gz
Approx 60% complete for PDAC225Tkf1_fwd.fq.gz
Approx 65% complete for PDAC227Tkf1_fwd.fq.gz
Approx 80% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 60% complete for PDAC227Tkf1_rev.fq.gz
Approx 60% complete for PDAC225Tkf1_rev.fq.gz
Approx 70% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 40% complete for PDAC226Tkf1_fwd.fq.gz
Approx 70% complete for PDAC227Tkf1_fwd.fq.gz
Approx 85% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 65% complete for PDAC227Tkf1_rev.fq.gz
Approx 75% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 65% complete for PDAC225Tkf1_fwd.fq.gz
Approx 75% complete for PDAC227Tkf1_fwd.fq.gz
Approx 90% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 70% complete for PDAC227Tkf1_rev.fq.gz
Approx 80% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 65% complete for PDAC225Tkf1_rev.fq.gz
Approx 80% complete for PDAC227Tkf1_fwd.fq.gz
Approx 95% complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 75% complete for PDAC227Tkf1_rev.fq.gz
Approx 85% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 40% complete for PDAC226Tkf1_rev.fq.gz
Approx 70% complete for PDAC225Tkf1_fwd.fq.gz
Approx 85% complete for PDAC227Tkf1_fwd.fq.gz
Analysis complete for PDAC227T_F8-9kf1_fwd.fq.gz
Approx 90% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 45% complete for PDAC226Tkf1_fwd.fq.gz
Approx 80% complete for PDAC227Tkf1_rev.fq.gz
Approx 70% complete for PDAC225Tkf1_rev.fq.gz
Approx 90% complete for PDAC227Tkf1_fwd.fq.gz
Approx 95% complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 85% complete for PDAC227Tkf1_rev.fq.gz
Approx 95% complete for PDAC227Tkf1_fwd.fq.gz
Approx 75% complete for PDAC225Tkf1_fwd.fq.gz
Approx 45% complete for PDAC226Tkf1_rev.fq.gz
Analysis complete for PDAC227T_F8-9kf1_rev.fq.gz
Approx 90% complete for PDAC227Tkf1_rev.fq.gz
Approx 75% complete for PDAC225Tkf1_rev.fq.gz
Approx 50% complete for PDAC226Tkf1_fwd.fq.gz
Analysis complete for PDAC227Tkf1_fwd.fq.gz
Approx 95% complete for PDAC227Tkf1_rev.fq.gz
Approx 80% complete for PDAC225Tkf1_fwd.fq.gz
Analysis complete for PDAC227Tkf1_rev.fq.gz
Approx 50% complete for PDAC226Tkf1_rev.fq.gz
Approx 80% complete for PDAC225Tkf1_rev.fq.gz
Approx 55% complete for PDAC226Tkf1_fwd.fq.gz
Approx 85% complete for PDAC225Tkf1_fwd.fq.gz
Approx 85% complete for PDAC225Tkf1_rev.fq.gz
Approx 55% complete for PDAC226Tkf1_rev.fq.gz
Approx 60% complete for PDAC226Tkf1_fwd.fq.gz
Approx 90% complete for PDAC225Tkf1_fwd.fq.gz
Approx 90% complete for PDAC225Tkf1_rev.fq.gz
Approx 60% complete for PDAC226Tkf1_rev.fq.gz
Approx 65% complete for PDAC226Tkf1_fwd.fq.gz
Approx 95% complete for PDAC225Tkf1_fwd.fq.gz
Approx 95% complete for PDAC225Tkf1_rev.fq.gz
Approx 65% complete for PDAC226Tkf1_rev.fq.gz
Approx 70% complete for PDAC226Tkf1_fwd.fq.gz
Analysis complete for PDAC225Tkf1_fwd.fq.gz
Analysis complete for PDAC225Tkf1_rev.fq.gz
Approx 70% complete for PDAC226Tkf1_rev.fq.gz
Approx 75% complete for PDAC226Tkf1_fwd.fq.gz
Approx 75% complete for PDAC226Tkf1_rev.fq.gz
Approx 80% complete for PDAC226Tkf1_fwd.fq.gz
Approx 80% complete for PDAC226Tkf1_rev.fq.gz
Approx 85% complete for PDAC226Tkf1_fwd.fq.gz
Approx 85% complete for PDAC226Tkf1_rev.fq.gz
Approx 90% complete for PDAC226Tkf1_fwd.fq.gz
Approx 90% complete for PDAC226Tkf1_rev.fq.gz
Approx 95% complete for PDAC226Tkf1_fwd.fq.gz
Approx 95% complete for PDAC226Tkf1_rev.fq.gz
Analysis complete for PDAC226Tkf1_fwd.fq.gz
Analysis complete for PDAC226Tkf1_rev.fq.gz
[WARNING]         multiqc : MultiQC Version v1.10.1 now available!
[INFO   ]         multiqc : This is MultiQC v1.7
[INFO   ]         multiqc : Template    : default
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC200Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC201Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC202Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC203Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC204Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC205Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC206Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC207Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC208Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC209Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC210Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_fwd_fastqc.zip'
